0.8415
0.6088
0.8468
0.6840
0.5506
0.6260
0.5018
0.3219
0.3064
0.2728
0.2359
0.5120
0.4410
0.3431
0.4203
0.4878
0.2407
0.2971
0.3036
0.1516
0.2146
0.1415
0.2280
0.2979
0.2921
0.1064
0.1013
0.0953
0.1100
0.1086
0.1323
0.1786
0.0434
0.1277
0.0388
0.0521
0.0520
0.0526
0.0413
0.0142
0.0956
0.1348
0.0116
0.0295
0.0186
0.0627
0.0584
0.0306
0.0415
0.0195
0.0081
0.0079
0.0258
0.0282
0.0159
0.0202
0.0165
0.0101
0.0084
0.0037
0.0060
0.0051
0.0336
0.0071
0.0453
0.0424
0.0253
0.0228
0.0130
0.0260
0.0160
0.0111
0.0357
0.0034
0.0081
0.0081
0.0056
0.0047
0.0030
0.0016
0.0078
0.0197
0.0006
0.0025
0.0340
0.0004
0.0072
0.0417
0.0025
0.0015
0.0122
0.0016
0.0589
0.0012
0.0023
0.0027
0.0011
0.0134
0.0017
0.0167
